Date,Start Time,End Time,Time Taken,QUESTION LINK,Code Link,Rating,Description,Solved,Learning
29-05-2024,21:38:10,22:08:54,30 minutes,https://leetcode.com/problems/longest-palindromic-substring/description/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/TOUGH%20ALGORITHMS/STRINGS/Manacher%20Algorithm.cpp,Hard,find the longest palindromic substring,No,how to find the longest palindromic substing in O(N) using Manacher's algorithm
02-06-2024,09:47:34,10:07:24,19 minutes,https://atcoder.jp/contests/abc356/tasks/abc356_d,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/ATC/BITS/D%20-%20Masked%20Popcount.cpp,Hard,find the sum of set bits in (i & m) for all i <= n,ofc not,counting the number of set bits in i-th index for all numbers <= N
28-05-2024,21:38:10,22:08:54,30 minutes,https://codeforces.com/problemset/problem/1945/D,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CF/MAY/27%20MAY/Seraphim%20the%20Owl.cpp,,,,
03-06-2024,21:26:41,21:54:57,28 minutes,https://atcoder.jp/contests/dp/tasks/dp_c,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/ATC/DP/C%20-%20Vacation.cpp,Easy,Form 1,Yes,Nothing special
03-06-2024,21:57:49,22:11:21,13 minutes,https://atcoder.jp/contests/dp/tasks/dp_d,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/ATC/DP/D%20-%20Knapsack%201.cpp,Easy,Knapsack 1,Yes,Form 1
03-06-2024,22:13:38,00:10:23,-1323 minutes,https://atcoder.jp/contests/dp/tasks/dp_e,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/ATC/DP/E%20-%20Knapsack%202.cpp,Hard,same as knapsack 1 but with different constraing,No,How to modify the dp states to solve the quesiton and also how to reframe the question
04-06-2024,10:46:39,13:08:46,142 minutes,https://cses.fi/problemset/task/1192,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Counting%20Rooms.cpp,Medium,find the number of components in a graph but input is a grid,No,how to transform a grid into a graph
04-06-2024,10:46:39,11:50:29,63 minutes,Algozenith,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/Grid%20BFS.cpp,Easy,find the shortest path from S to E in a grid using graph and bfs and print the path,Yes,how to transform a grid into a graph
05-06-2024,09:26:28,09:43:36,17 minutes,https://cses.fi/problemset/task/1666/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Building%20Roads.cpp,Easy,Find the number of components,Yes,How to print the edges required to connect the components
05-06-2024,11:03:32,11:27:40,24 minutes,https://cses.fi/problemset/task/1667,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Message%20Route.cpp,Easy,Find whether 2 nodes are in the same component or not if yes find the shortes distance between them,Yes,Just a practice on bfs
05-06-2024,11:56:49,12:07:50,11 minutes,https://cses.fi/problemset/task/1668,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Building%20Teams.cpp,Easy,Is the graph a Bipartite graph,Yes,If the graph can be coloured with 2 cloures such that no neighbours have same colour then yes
05-06-2024,12:45:34,15:27:44,162 minutes,https://cses.fi/problemset/task/1194/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Monsters.cpp,Difficult,Can you get out of the grid whithout getting caught by any monster,Yes,"Multisource BFS and also how to print the path, here I had to use BSF twice"
05-06-2024,15:31:32,15:54:03,22 minutes,https://cses.fi/problemset/task/1193,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Labyrinth.cpp,Medium,Find the shortest distance from the start cell to end cell,Yes,How to print the path in a grid
05-06-2024,22:24:54,22:46:08,21 minutes,Algozenith,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/KAHNS.cpp,Easy,Topological sort in lexicographically smallest order,Yes,how to use BFS to do topological sort
05-06-2024,22:47:56,00:01:04,-1366 minutes,Algozenith,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/Longest%20Path.cpp,Medium,Find the longest path in the graph,No,how to use TOPO and DP to solve the question and print the longest path
06-06-2024,12:32:10,13:55:57,83 minutes,Algozenith,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/Diameter.cpp,Medium,Find the diameter of a tree (length of the longest path) and print the daimeter,Yes,using 2dfs to find the extreme nodes in a tree
05-06-2024,22:13:29,22:21:18,7 minutes,Algozenith,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/TOPO%20using%20DFS.cpp,Easy,Topological sorting using dfs,Yes,if length of topo array is not equal to number of nodes then there is a cycle in the graph
06-06-2024,21:50:33,23:33:13,102 minutes,Algozenith,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/SUBTREE.cpp,Easy,count the subtree size of each node and also the centroids for a tree,Yes,how to count subtree size
07-06-2024,00:14:42,00:27:40,12 minutes,Algozenith,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/SUMMATION%20OF%20PATHS.cpp,Easy,"find the sum of all paths in a tree basically summation of dist(a,b) for all a,b belongs to V",Yes,how to use contribution of each edge in the sum
07-06-2024,10:01:20,,,Algozenitha,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/BFS01.cpp,Easy,Perform 0-1 BFS in a graph,Yes,Implementing 0-1 BFS using deque
09-06-2024,13:14:52,13:53:29,38 minutes,https://leetcode.com/problems/median-of-two-sorted-arrays/description/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/LEETCODE/NUMBER%20THEORY/4.%20Median%20of%20Two%20Sorted%20Arrays.cpp,Hard,Find the median of 2 sorted arrays,No,Binary search is a great tool
09-06-2024,15:49:20,,,https://leetcode.com/problems/find-if-path-exists-in-graph/description/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/LEETCODE/GRAPHS/%20Code%20%20%20Testcase%20T1971.%20Find%20if%20Path%20Exists%20in%20Graph.cpp,Easy,find if a path exist between src and dst,Yes,How to convert edgelist to adj list
10-06-2024,08:55:40,09:54:48,59 minutes,https://codeforces.com/problemset/problem/1948/C,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CF/JUNE/C.%20Arrow%20Path.cpp,1300,Find a path between 2 cells,Yes,Identify that the different nodes have different types of edges possible in the grid
07-06-2024,11:18:47,11:59:25,40 minutes,Algozenith,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/DIJKSTRA.cpp,Medium,Find the shortes path in a weithted graph,Yes,Using Dijkstra's algo to solve it and the most important thing to learn is that the top element is kept at the back of the vector
12-06-2024,16:54:37,17:22:38,28 minutes,https://cses.fi/problemset/task/1672,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/PRACTICE/GRAPHS/FLOYD%20WARSHAL.cpp,Easy,Find the shortest distance between ant 2 points in the graph,Yes,"Taking input for the case of minimum distance, you could be given same edges with different weigthts in input"
12-06-2024,23:05:08,23:22:17,17 minutes,https://codeforces.com/problemset/problem/296/D,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CF/JUNE/D.%20Greg%20and%20Graph.cpp,1700,Find the sum of minimum path length between each node in the graph,Yes,How to modify the floyd warshal code
13-06-2024,15:20:40,19:08:07,227 minutes,https://cses.fi/problemset/task/1195,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Flight%20Discount1.cpp,Hard,Find the path from 1 to n such that you can reduce the cost of an edge in the path by half,Yes,How to use dfs and maintain the longest or most expensive edge in the path
13-06-2024,20:19:05,20:44:18,25 minutes,https://cses.fi/problemset/task/1195,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Flight%20Discount2.cpp,Hard,Find the shortest cost path form src to dest,No,here i had to use dijkstra's algorithm twice to find the smallest distance to all the nodes form node 1 and node n and then for each edge in the graph is there was a path from 1 to n using that edge i reduced the cost of the edge to half and then calculated the path cost and found the min of all the cost. ANOTHER IMPORTANT THING TO NOTE WAS TO PROCESS A NODE ONLY ONCE OTHERWISE I HADE TLE BECAUSE I HAVE ALREADY FOUND OUT THE MIN DISTACNCE TO THE NODE ---- AND THERE ARE TWO METHODS TO DO IT === LOOK CODE
13-06-2024,21:09:59,21:36:32,26 minutes,https://cses.fi/problemset/task/1673,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/High%20Score.cpp,Hard,Find the longest path to dest from src and if the longest path is absurly high then report -1,No,If there is a positive cycle in the graph then it dosent mean that the cost from src to dst will be very high but if the dest is reachable form any of the nodes in the cycle then to make my score max i will for sure go through the cycle to reach dst
14-06-2024,15:12:06,21:04:21,352 minutes,https://cses.fi/problemset/task/1196,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Flight%20Routes.cpp,Hard,Find the k shortest path to a node,No,"keeping a priority queue for each node to keep track of the k shortest path form src to it, what i was doing wrong was to find the shortest distance to all interediate nodes and use them to find the k shortest path to the dst node but in that case i missed other possibilities of longer distances to intermediate nodes"
14-06-2024,21:20:50,21:52:00,32 minutes,https : // leetcode.com/problems/rotting-oranges/description/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/LEETCODE/GRAPHS/Rotten%20oranges.cpp,Easy,Find the largest distance of a cell from mulitple sources,Yes,Nothing
14-06-2024,22:52:15,23: 30:23,38 min,https://atcoder.jp/contests/dp/tasks/dp_f,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/ATC/DP/F%20-%20LCS.cpp,Easy,Pring the longest common subsequence of 2 strings,No,How to print the subsequence
09-06-2024,11:05:29,11:40:29,35 minutes,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-i/description/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/LEETCODE/DP/2900.%20Longest%20Unequal%20Adjacent%20Groups%20Subsequence%20I.cpp,Medium,Find the longest alternating subsequence and print it,Yes,Keeping a parent array pointing to the parent of an element
15-06-2024,15:43:34,15:47:46,4 minutes,https://leetcode.com/problems/minimum-height-trees/description/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/LEETCODE/GRAPHS/Minimum%20Height%20Trees.cpp,Medium,Find the node which kept as src in the tree result in min height tree,Yes,Run  bfs form every node and find the height of the tree and report the ones which result in the minimum height trees
16-06-2024,09:55:55,10:40:16,44 minutes,https://codeforces.com/contest/429/problem/A,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CF/JUNE/XOR%20Trees.cpp,1300,Find the number of flips required to make the current node value equal to desired node value,No,here flipping a node value meant all the subsequent levels' of same parity as current level nodes were also flipped which were a part of the subtree rooted at this node and hence i needed to start from the root and go towards the leaves
16-06-2024,10:58:32,12:50:27,111 minutes,https://codeforces.com/contest/1900/problem/C,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CF/JUNE/C.%20Anji%27s%20Binary%20Tree.cpp,1300,Find the number of changes you need to make to the nodes to reach any leaf node in minimum changes,Yes,"How by just changing the edge weights you can make the problem easier, if the node had a lable of 'L' then the edgeweight between the left child and the parent would be 0 and similarly for lable 'R' and for all other edges edge weight will be 1"
16-06-2024,21:35:35,21:49:03,13 minutes,https://codeforces.com/problemset/problem/1857/D,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CF/JUNE/D.%20Strong%20Vertices.cpp,Medium,Find the number and the nodes which are connected to all the other nodes,No,there is an edge between 2 nodes u and v if a[u] - b[u] <= a[v] - b[v] so basically find the count of elements which have this metric as the maximum and return them
17-06-2024,15:54:55,16:20:35,25 minutes,https://cses.fi/problemset/task/1678,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Round%20Trip%20II.cpp,Medium,Print the cycle in a directed graph,No,Using stack to keep track of nodes in my path and detect cycle
17-06-2024,16:30:18,16:46:33,16 minutes,https://cses.fi/problemset/task/1679/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Course%20Schedule.cpp,Easy,Find the topological ordering of a DAG,Yes,i forgot that if the size of the topo array is not n then there exists a cycle in the graph
17-06-2024,18:00:18,19:36:24,86 minutes,https://cses.fi/problemset/task/1680/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Longest%20Flight%20Route.cpp,Hard,Find the topological ordering of a DAG and print the longest path from 1 to n,Yes,"i had to find the longest path from 1 to n, instead what i was doing was to find the longest path and then longest path to n form any node."
17-06-2024,19:39:38,21:47:10,127 minutes,https://cses.fi/problemset/task/1680,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/CSES/GRAPHS/Lonngest%20Flight%20Routes%201.cpp,Medium,Find the longest path from src to dst,Yes,You can use dijkstras algorithm for negative edge if there are only negative edges and no cycles as distacne is a monotonically decreasing function with more edges added to the path. So the learning is that dijkstras can be applied in case of monotonic distaces and no cycle present in case of negative cycle.
